id	text	language	group	family	probably_repeating	probably_stimulus
ortho_release/1.wav	маҥан	sah	тюркские	алтайские	1	0
ortho_release/3.wav	барыта	sah	тюркские	алтайские	1	0
ortho_release/6.wav	быт	sah	тюркские	алтайские	1	0
ortho_release/8.wav	төбө	sah	тюркские	алтайские	1	0
ortho_release/10.wav	самыыр	sah	тюркские	алтайские	1	0
ortho_release/11.wav	суол	sah	тюркские	алтайские	1	0
ortho_release/13.wav	дьахтар	sah	тюркские	алтайские	1	0
ortho_release/14.wav	ис	sah	тюркские	алтайские	1	0
ortho_release/16.wav	сулус	sah	тюркские	алтайские	1	0
ortho_release/19.wav	аат	sah	тюркские	алтайские	1	0
ortho_release/20.wav	таас	sah	тюркские	алтайские	1	0
ortho_release/23.wav	уҥуох	sah	тюркские	алтайские	1	0
ortho_release/25.wav	ый	sah	тюркские	алтайские	1	0
ortho_release/27.wav	биһиги	sah	тюркские	алтайские	1	0
ortho_release/28.wav	эт	sah	тюркские	алтайские	1	0
ortho_release/30.wav	атах	sah	тюркские	алтайские	1	0
ortho_release/32.wav	түүн	sah	тюркские	алтайские	1	0
ortho_release/33.wav	уот	sah	тюркские	алтайские	1	0
ortho_release/35.wav	кумах	sah	тюркские	алтайские	1	0
ortho_release/36.wav	быар	sah	тюркские	алтайские	1	0
ortho_release/39.wav	балык	sah	тюркские	алтайские	1	0
ortho_release/40.wav	сүрэх	sah	тюркские	алтайские	1	0
ortho_release/43.wav	эн	sah	тюркские	алтайские	1	0
ortho_release/44.wav	ыарахан	sah	тюркские	алтайские	1	0
ortho_release/47.wav	киһи	sah	тюркские	алтайские	1	0
ortho_release/48.wav	чиэрбэ	sah	тюркские	алтайские	1	0
ortho_release/49.wav	хара	sah	тюркские	алтайские	1	0
ortho_release/50.wav	мин	sah	тюркские	алтайские	1	0
ortho_release/51.wav	өлөр	sah	тюркские	алтайские	1	0
ortho_release/52.wav	өлөрүөххэ	sah	тюркские	алтайские	1	0
ortho_release/53.wav	истиэххэ	sah	тюркские	алтайские	1	0
ortho_release/54.wav	бөрүө	sah	тюркские	алтайские	1	0
ortho_release/55.wav	эр киһи	sah	тюркские	алтайские	1	0
ortho_release/56.wav	көрүөххэ	sah	тюркские	алтайские	1	0
ortho_release/57.wav	биэриэххэ	sah	тюркские	алтайские	1	0
ortho_release/58.wav	барыахха	sah	тюркские	алтайские	1	0
ortho_release/59.wav	бөрөнү	sah	тюркские	алтайские	0	0
ortho_release/61.wav	куукаан	sah	тюркские	алтайские	0	0
ortho_release/62.wav	улахан таас	sah	тюркские	алтайские	0	0
ortho_release/63.wav	чыычаах	sah	тюркские	алтайские	0	0
ortho_release/66.wav	тобуккун такый	sah	тюркские	алтайские	0	0
ortho_release/67.wav	эти сиир	sah	тюркские	алтайские	0	0
ortho_release/69.wav	улахан	sah	тюркские	алтайские	0	0
ortho_release/70.wav	тыал	sah	тюркские	алтайские	0	0
ortho_release/71.wav	талах	sah	тюркские	алтайские	0	0
ortho_release/72.wav	битэмиин	sah	тюркские	алтайские	0	0
ortho_release/76.wav	хайа	sah	тюркские	алтайские	0	0
ortho_release/82.wav	буруо	sah	тюркские	алтайские	0	0
ortho_release/84.wav	кыыл	sah	тюркские	алтайские	0	0
ortho_release/85.wav	сир	sah	тюркские	алтайские	0	0
ortho_release/86.wav	күл	sah	тюркские	алтайские	0	0
ortho_release/87.wav	таас	sah	тюркские	алтайские	0	0
ortho_release/88.wav	тирии	sah	тюркские	алтайские	0	0
ortho_release/90.wav	хаан	sah	тюркские	алтайские	0	0
ortho_release/92.wav	кыра	sah	тюркские	алтайские	0	0
ortho_release/93.wav	элбэх	sah	тюркские	алтайские	0	0
ortho_release/96.wav	түүн	sah	тюркские	алтайские	0	0
ortho_release/97.wav	уот	sah	тюркские	алтайские	0	0
ortho_release/99.wav	кырса	sah	тюркские	алтайские	0	0
ortho_release/100.wav	кумах	sah	тюркские	алтайские	0	0
ortho_release/102.wav	көтөр	sah	тюркские	алтайские	0	0
ortho_release/103.wav	илии	sah	тюркские	алтайские	0	0
ortho_release/106.wav	кулгаах	sah	тюркские	алтайские	0	0
ortho_release/108.wav	киһи киһи	sah	тюркские	алтайские	0	0
ortho_release/110.wav	түөс	sah	тюркские	алтайские	1	0
ortho_release/111.wav	үрүҥ	sah	тюркские	алтайские	1	0
ortho_release/113.wav	улахан	sah	тюркские	алтайские	1	0
ortho_release/114.wav	тыал	sah	тюркские	алтайские	1	0
ortho_release/115.wav	уу	sah	тюркские	алтайские	1	0
ortho_release/117.wav	быт	sah	тюркские	алтайские	1	0
ortho_release/120.wav	сыл	sah	тюркские	алтайские	1	0
ortho_release/121.wav	төбө	sah	тюркские	алтайские	1	0
ortho_release/122.wav	хайа	sah	тюркские	алтайские	1	0
ortho_release/124.wav	икки	sah	тюркские	алтайские	1	0
ortho_release/126.wav	уһун	sah	тюркские	алтайские	1	0
ortho_release/128.wav	суол	sah	тюркские	алтайские	1	0
ortho_release/132.wav	дьахтар	sah	тюркские	алтайские	1	0
ortho_release/133.wav	ис	sah	тюркские	алтайские	1	0
ortho_release/135.wav	сарсын	sah	тюркские	алтайские	1	0
ortho_release/138.wav	күл	sah	тюркские	алтайские	1	0
ortho_release/139.wav	тиис	sah	тюркские	алтайские	1	0
ortho_release/140.wav	аат	sah	тюркские	алтайские	1	0
ortho_release/141.wav	тирии	sah	тюркские	алтайские	1	0
ortho_release/142.wav	тобук	sah	тюркские	алтайские	1	0
ortho_release/143.wav	хатырык	sah	тюркские	алтайские	1	0
ortho_release/144.wav	силис	sah	тюркские	алтайские	1	0
ortho_release/145.wav	кылгас	sah	тюркские	алтайские	1	0
ortho_release/146.wav	кыра	sah	тюркские	алтайские	1	0
ortho_release/147.wav	элбэх	sah	тюркские	алтайские	1	0
ortho_release/150.wav	үөн	sah	тюркские	алтайские	1	0
ortho_release/154.wav	түүн	sah	тюркские	алтайские	1	0
ortho_release/155.wav	былыт	sah	тюркские	алтайские	1	0
ortho_release/156.wav	уот	sah	тюркские	алтайские	1	0
ortho_release/157.wav	биир	sah	тюркские	алтайские	1	0
ortho_release/158.wav	куорсун	sah	тюркские	алтайские	1	0
ortho_release/159.wav	кумах	sah	тюркские	алтайские	1	0
ortho_release/160.wav	толору	sah	тюркские	алтайские	1	0
ortho_release/161.wav	ньулуун	sah	тюркские	алтайские	1	0
ortho_release/162.wav	көтөр	sah	тюркские	алтайские	1	0
ortho_release/166.wav	айах	sah	тюркские	алтайские	1	0
ortho_release/167.wav	илии	sah	тюркские	алтайские	1	0
ortho_release/168.wav	балык	sah	тюркские	алтайские	1	0
ortho_release/170.wav	ыт	sah	тюркские	алтайские	1	0
ortho_release/172.wav	туус	sah	тюркские	алтайские	1	0
ortho_release/174.wav	синньигэс	sah	тюркские	алтайские	1	0
ortho_release/176.wav	эн	sah	тюркские	алтайские	1	0
ortho_release/178.wav	ыарахан	sah	тюркские	алтайские	1	0
ortho_release/179.wav	кулгаах	sah	тюркские	алтайские	1	0
ortho_release/180.wav	кутурук	sah	тюркские	алтайские	1	0
ortho_release/182.wav	үчүгэй	sah	тюркские	алтайские	1	0
ortho_release/183.wav	киһи	sah	тюркские	алтайские	1	0
ortho_release/185.wav	хара	sah	тюркские	алтайские	1	0
ortho_release/186.wav	бу	sah	тюркские	алтайские	1	0
ortho_release/188.wav	тыл	sah	тюркские	алтайские	1	0
ortho_release/189.wav	эр киһи	sah	тюркские	алтайские	1	0
ortho_release/190.wav	өлөр	sah	тюркские	алтайские	1	0
ortho_release/194.wav	олоруохха	sah	тюркские	алтайские	1	0
ortho_release/195.wav	бүөр	sah	тюркские	алтайские	1	0
ortho_release/196.wav	биэриэххэ	sah	тюркские	алтайские	1	0
ortho_release/197.wav	көрөр	sah	тюркские	алтайские	1	0
ortho_release/198.wav	уматыахха	sah	тюркские	алтайские	1	0
ortho_release/200.wav	барыахха	sah	тюркские	алтайские	1	0
ortho_release/201.wav	иһэр	sah	тюркские	алтайские	1	0
ortho_release/204.wav	ыт - киһи доҕоро	sah	тюркские	алтайские	1	0
ortho_release/205.wav	утуйуохха	sah	тюркские	алтайские	1	0
ortho_release/209.wav	мин	sah	тюркские	алтайские	1	0
ortho_release/210.wav	улахан	sah	тюркские	алтайские	1	0
ortho_release/211.wav	баттах	sah	тюркские	алтайские	1	0
ortho_release/212.wav	быт	sah	тюркские	алтайские	1	0
ortho_release/214.wav	харах	sah	тюркские	алтайские	1	0
ortho_release/218.wav	умат-	sah	тюркские	алтайские	1	0
ortho_release/219.wav	ис	sah	тюркские	алтайские	1	0
ortho_release/223.wav	атаах	sah	тюркские	алтайские	1	0
ortho_release/224.wav	тобук	sah	тюркские	алтайские	1	0
ortho_release/225.wav	уҥуох	sah	тюркские	алтайские	1	0
ortho_release/228.wav	тоҥолох	sah	тюркские	алтайские	1	0
ortho_release/229.wav	мэйии	sah	тюркские	алтайские	1	0
ortho_release/231.wav	былыт	sah	тюркские	алтайские	1	0
ortho_release/241.wav	балык	sah	тюркские	алтайские	1	0
ortho_release/242.wav	сүрэх	sah	тюркские	алтайские	1	0
ortho_release/243.wav	ыт	sah	тюркские	алтайские	1	0
ortho_release/244.wav	кураанах	sah	тюркские	алтайские	1	0
ortho_release/246.wav	кулгаах	sah	тюркские	алтайские	1	0
ortho_release/247.wav	тымныы	sah	тюркские	алтайские	1	0
ortho_release/248.wav	үчүгэй	sah	тюркские	алтайские	1	0
ortho_release/249.wav	сымыыт	sah	тюркские	алтайские	1	0
ortho_release/250.wav	үрүҥ	sah	тюркские	алтайские	1	0
ortho_release/251.wav	чугас	sah	тюркские	алтайские	1	0
ortho_release/253.wav	тыал	sah	тюркские	алтайские	1	0
ortho_release/254.wav	уу	sah	тюркские	алтайские	1	0
ortho_release/255.wav	баттах	sah	тюркские	алтайские	1	0
ortho_release/256.wav	быт	sah	тюркские	алтайские	1	0
ortho_release/257.wav	харах	sah	тюркские	алтайские	1	0
ortho_release/260.wav	хайа	sah	тюркские	алтайские	1	0
ortho_release/261.wav	түөс	sah	тюркские	алтайские	1	0
ortho_release/264.wav	икки	sah	тюркские	алтайские	1	0
ortho_release/265.wav	уһун	sah	тюркские	алтайские	1	0
ortho_release/266.wav	ардах	sah	тюркские	алтайские	1	0
ortho_release/267.wav	суол	sah	тюркские	алтайские	1	0
ortho_release/269.wav	саһархай	sah	тюркские	алтайские	1	0
ortho_release/271.wav	умат-	sah	тюркские	алтайские	1	0
ortho_release/272.wav	ис	sah	тюркские	алтайские	1	0
ortho_release/273.wav	сыа	sah	тюркские	алтайские	1	0
ortho_release/275.wav	от күөҕэ	sah	тюркские	алтайские	1	0
ortho_release/276.wav	сир	sah	тюркские	алтайские	1	0
ortho_release/277.wav	бил	sah	тюркские	алтайские	1	0
ortho_release/278.wav	күл	sah	тюркские	алтайские	1	0
ortho_release/279.wav	тиис	sah	тюркские	алтайские	1	0
ortho_release/281.wav	тирии	sah	тюркские	алтайские	1	0
ortho_release/283.wav	хатырык	sah	тюркские	алтайские	1	0
ortho_release/284.wav	кылгас	sah	тюркские	алтайские	1	0
ortho_release/285.wav	уҥуох	sah	тюркские	алтайские	1	0
ortho_release/289.wav	сыт-	sah	тюркские	алтайские	1	0
ortho_release/290.wav	кыра	sah	тюркские	алтайские	1	0
ortho_release/292.wav	элбэх	sah	тюркские	алтайские	1	0
ortho_release/297.wav	атах	sah	тюркские	алтайские	1	0
ortho_release/299.wav	түүн	sah	тюркские	алтайские	1	0
ortho_release/300.wav	былыт	sah	тюркские	алтайские	1	0
ortho_release/301.wav	биир	sah	тюркские	алтайские	1	0
ortho_release/302.wav	кумах	sah	тюркские	алтайские	1	0
ortho_release/304.wav	айах	sah	тюркские	алтайские	1	0
ortho_release/305.wav	балык	sah	тюркские	алтайские	1	0
ortho_release/306.wav	сүрэх	sah	тюркские	алтайские	1	0
ortho_release/309.wav	туус	sah	тюркские	алтайские	1	0
ortho_release/310.wav	эйигин	sah	тюркские	алтайские	1	0
ortho_release/311.wav	чараас	sah	тюркские	алтайские	1	0
ortho_release/312.wav	ол	sah	тюркские	алтайские	1	0
ortho_release/314.wav	ыарахан	sah	тюркские	алтайские	1	0
ortho_release/319.wav	бу	sah	тюркские	алтайские	1	0
ortho_release/321.wav	тыл	sah	тюркские	алтайские	1	0
ortho_release/322.wav	сымыыт	sah	тюркские	алтайские	1	0
ortho_release/324.wav	чугас	sah	тюркские	алтайские	1	0
ortho_release/326.wav	тыал	sah	тюркские	алтайские	1	0
ortho_release/327.wav	уу	sah	тюркские	алтайские	1	0
ortho_release/328.wav	баттах	sah	тюркские	алтайские	1	0
ortho_release/329.wav	быт	sah	тюркские	алтайские	1	0
ortho_release/330.wav	харах	sah	тюркские	алтайские	1	0
ortho_release/332.wav	төбө	sah	тюркские	алтайские	1	0
ortho_release/335.wav	ыраах	sah	тюркские	алтайские	1	0
ortho_release/337.wav	мас	sah	тюркские	алтайские	1	0
ortho_release/338.wav	уһун	sah	тюркские	алтайские	1	0
ortho_release/339.wav	ардах	sah	тюркские	алтайские	1	0
ortho_release/340.wav	суол	sah	тюркские	алтайские	1	0
ortho_release/344.wav	ис	sah	тюркские	алтайские	1	0
ortho_release/345.wav	сыа	sah	тюркские	алтайские	1	0
ortho_release/348.wav	сир	sah	тюркские	алтайские	1	0
ortho_release/349.wav	күл	sah	тюркские	алтайские	1	0
ortho_release/350.wav	тиис	sah	тюркские	алтайские	1	0
ortho_release/352.wav	таас	sah	тюркские	алтайские	1	0
ortho_release/353.wav	тирии	sah	тюркские	алтайские	1	0
ortho_release/357.wav	кылгас	sah	тюркские	алтайские	1	0
ortho_release/358.wav	уҥуох	sah	тюркские	алтайские	1	0
ortho_release/360.wav	хаан	sah	тюркские	алтайские	1	0
ortho_release/362.wav	хах	sah	тюркские	алтайские	1	0
ortho_release/363.wav	үрүҥ	sah	тюркские	алтайские	1	0
ortho_release/364.wav	чугас	sah	тюркские	алтайские	1	0
ortho_release/365.wav	тыал	sah	тюркские	алтайские	1	0
ortho_release/366.wav	уу	sah	тюркские	алтайские	1	0
ortho_release/369.wav	бары	sah	тюркские	алтайские	1	0
ortho_release/374.wav	ыраах	sah	тюркские	алтайские	1	0
ortho_release/375.wav	икки	sah	тюркские	алтайские	1	0
ortho_release/377.wav	самыыр	sah	тюркские	алтайские	1	0
ortho_release/378.wav	суол	sah	тюркские	алтайские	1	0
ortho_release/380.wav	саһархай	sah	тюркские	алтайские	1	0
ortho_release/381.wav	дьахтар	sah	тюркские	алтайские	1	0
ortho_release/382.wav	ис	sah	тюркские	алтайские	1	0
ortho_release/383.wav	сыа	sah	тюркские	алтайские	1	0
ortho_release/385.wav	күөх	sah	тюркские	алтайские	1	0
ortho_release/387.wav	күл	sah	тюркские	алтайские	1	0
ortho_release/388.wav	тиис	sah	тюркские	алтайские	1	0
ortho_release/389.wav	аат	sah	тюркские	алтайские	1	0
ortho_release/391.wav	тирии	sah	тюркские	алтайские	1	0
ortho_release/394.wav	кыһыл	sah	тюркские	алтайские	1	0
ortho_release/397.wav	сыт-	sah	тюркские	алтайские	1	0
ortho_release/398.wav	сирэй	sah	тюркские	алтайские	1	0
ortho_release/399.wav	тайах	sah	тюркские	алтайские	1	0
ortho_release/400.wav	кыра	sah	тюркские	алтайские	1	0
ortho_release/402.wav	ийэ	sah	тюркские	алтайские	1	0
ortho_release/403.wav	миигин	sah	тюркские	алтайские	1	0
ortho_release/405.wav	элбэх	sah	тюркские	алтайские	1	0
ortho_release/406.wav	эт	sah	тюркские	алтайские	1	0
ortho_release/407.wav	саҥа	sah	тюркские	алтайские	1	0
ortho_release/408.wav	атах	sah	тюркские	алтайские	1	0
ortho_release/410.wav	мурун	sah	тюркские	алтайские	1	0
ortho_release/412.wav	былыт	sah	тюркские	алтайские	1	0
ortho_release/413.wav	уот	sah	тюркские	алтайские	1	0
ortho_release/414.wav	биир	sah	тюркские	алтайские	1	0
ortho_release/416.wav	быар	sah	тюркские	алтайские	1	0
ortho_release/417.wav	ис-	sah	тюркские	алтайские	1	0
ortho_release/418.wav	муос	sah	тюркские	алтайские	1	0
ortho_release/419.wav	айах	sah	тюркские	алтайские	1	0
ortho_release/420.wav	илии	sah	тюркские	алтайские	1	0
ortho_release/422.wav	сүрэх	sah	тюркские	алтайские	1	0
ortho_release/423.wav	ыт	sah	тюркские	алтайские	1	0
ortho_release/425.wav	туус	sah	тюркские	алтайские	1	0
ortho_release/427.wav	эйигин	sah	тюркские	алтайские	1	0
ortho_release/428.wav	синньигэс	sah	тюркские	алтайские	1	0
ortho_release/430.wav	эн	sah	тюркские	алтайские	1	0
ortho_release/433.wav	кутурук	sah	тюркские	алтайские	1	0
ortho_release/434.wav	хамп-	sah	тюркские	алтайские	1	0
ortho_release/435.wav	тымныы	sah	тюркские	алтайские	1	0
ortho_release/437.wav	киһи	sah	тюркские	алтайские	1	0
ortho_release/439.wav	мин	sah	тюркские	алтайские	1	0
ortho_release/440.wav	тыл	sah	тюркские	алтайские	1	0
ortho_release/442.wav	эйигин	sah	тюркские	алтайские	1	0
ortho_release/443.wav	эр киһи	sah	тюркские	алтайские	1	0
ortho_release/444.wav	эриэн үөн	sah	тюркские	алтайские	1	0
ortho_release/445.wav	түөс	sah	тюркские	алтайские	1	0
ortho_release/446.wav	үрүҥ	sah	тюркские	алтайские	1	0
ortho_release/447.wav	чугас	sah	тюркские	алтайские	1	0
ortho_release/450.wav	тыал	sah	тюркские	алтайские	1	0
ortho_release/451.wav	уу	sah	тюркские	алтайские	1	0
ortho_release/452.wav	быт	sah	тюркские	алтайские	1	0
ortho_release/454.wav	сыл	sah	тюркские	алтайские	1	0
ortho_release/455.wav	төбө	sah	тюркские	алтайские	1	0
ortho_release/456.wav	хайа	sah	тюркские	алтайские	1	0
ortho_release/457.wav	ыраах	sah	тюркские	алтайские	1	0
ortho_release/458.wav	икки	sah	тюркские	алтайские	1	0
ortho_release/460.wav	уһун	sah	тюркские	алтайские	1	0
ortho_release/461.wav	ардах	sah	тюркские	алтайские	1	0
ortho_release/462.wav	суол	sah	тюркские	алтайские	1	0
ortho_release/464.wav	дьахтар	sah	тюркские	алтайские	1	0
ortho_release/465.wav	ис	sah	тюркские	алтайские	1	0
ortho_release/466.wav	сыа	sah	тюркские	алтайские	1	0
ortho_release/467.wav	сулус	sah	тюркские	алтайские	1	0
ortho_release/468.wav	сир	sah	тюркские	алтайские	1	0
ortho_release/471.wav	аат	sah	тюркские	алтайские	1	0
ortho_release/472.wav	таас	sah	тюркские	алтайские	1	0
ortho_release/473.wav	тирии	sah	тюркские	алтайские	1	0
ortho_release/475.wav	кылгас	sah	тюркские	алтайские	1	0
ortho_release/476.wav	уҥуох	sah	тюркские	алтайские	1	0
ortho_release/477.wav	хаан	sah	тюркские	алтайские	1	0
ortho_release/478.wav	ый	sah	тюркские	алтайские	1	0
ortho_release/479.wav	кыра	sah	тюркские	алтайские	1	0
ortho_release/482.wav	саҥа	sah	тюркские	алтайские	1	0
ortho_release/484.wav	түүн	sah	тюркские	алтайские	1	0
ortho_release/485.wav	уот	sah	тюркские	алтайские	1	0
ortho_release/487.wav	толору	sah	тюркские	алтайские	1	0
ortho_release/488.wav	көтөр	sah	тюркские	алтайские	1	0
ortho_release/489.wav	муос	sah	тюркские	алтайские	1	0
ortho_release/491.wav	илии	sah	тюркские	алтайские	1	0
ortho_release/492.wav	балык	sah	тюркские	алтайские	1	0
ortho_release/493.wav	сүрэх	sah	тюркские	алтайские	1	0
ortho_release/495.wav	күн	sah	тюркские	алтайские	1	0
ortho_release/497.wav	сылаас	sah	тюркские	алтайские	1	0
ortho_release/499.wav	кулгаах	sah	тюркские	алтайские	1	0
ortho_release/500.wav	кутурук	sah	тюркские	алтайские	1	0
ortho_release/502.wav	киһи	sah	тюркские	алтайские	1	0
ortho_release/503.wav	чиэрбэ	sah	тюркские	алтайские	1	0
ortho_release/504.wav	хара	sah	тюркские	алтайские	1	0
ortho_release/505.wav	бу	sah	тюркские	алтайские	1	0
ortho_release/506.wav	тыл	sah	тюркские	алтайские	1	0
ortho_release/507.wav	сымыыт	sah	тюркские	алтайские	1	0
ortho_release/510.wav	улахан	sah	тюркские	алтайские	0	0
ortho_release/513.wav	баттах	sah	тюркские	алтайские	0	0
ortho_release/514.wav	быт	sah	тюркские	алтайские	0	0
ortho_release/515.wav	сыл	sah	тюркские	алтайские	0	0
ortho_release/516.wav	төбө	sah	тюркские	алтайские	0	0
ortho_release/517.wav	хайа	sah	тюркские	алтайские	0	0
ortho_release/519.wav	икки	sah	тюркские	алтайские	0	0
ortho_release/525.wav	тиис	sah	тюркские	алтайские	0	0
ortho_release/526.wav	аат	sah	тюркские	алтайские	0	0
ortho_release/527.wav	таас	sah	тюркские	алтайские	0	0
ortho_release/529.wav	тобук	sah	тюркские	алтайские	0	0
ortho_release/530.wav	кылгас	sah	тюркские	алтайские	0	0
ortho_release/531.wav	уҥуох	sah	тюркские	алтайские	0	0
ortho_release/532.wav	кыһыл	sah	тюркские	алтайские	0	0
ortho_release/533.wav	хаан	sah	тюркские	алтайские	0	0
ortho_release/538.wav	эр киһи	sah	тюркские	алтайские	0	0
ortho_release/539.wav	биһиги	sah	тюркские	алтайские	0	0
ortho_release/542.wav	атах	sah	тюркские	алтайские	0	0
ortho_release/543.wav	тыҥырах	sah	тюркские	алтайские	0	0
ortho_release/544.wav	түүн	sah	тюркские	алтайские	0	0
ortho_release/546.wav	биир	sah	тюркские	алтайские	0	0
ortho_release/549.wav	айах	sah	тюркские	алтайские	0	0
ortho_release/550.wav	илии	sah	тюркские	алтайские	0	0
ortho_release/551.wav	балык	sah	тюркские	алтайские	0	0
ortho_release/556.wav	эн	sah	тюркские	алтайские	0	0
ortho_release/557.wav	ыарахан	sah	тюркские	алтайские	0	0
ortho_release/558.wav	киһи	sah	тюркские	алтайские	0	0
ortho_release/559.wav	чиэрбэ	sah	тюркские	алтайские	0	0
ortho_release/560.wav	хара	sah	тюркские	алтайские	0	0
ortho_release/561.wav	мин	sah	тюркские	алтайские	0	0
ortho_release/562.wav	сымыыт	sah	тюркские	алтайские	0	0
ortho_release/563.wav	чох	sah	тюркские	алтайские	1	0
ortho_release/564.wav	халлааҥҥа үрүҥ былыт	sah	тюркские	алтайские	1	0
ortho_release/565.wav	сытар	sah	тюркские	алтайские	1	0
ortho_release/568.wav	уматар	sah	тюркские	алтайские	1	0
ortho_release/569.wav	туруохха наада	sah	тюркские	алтайские	1	0
ortho_release/570.wav	утуйуохха наада	sah	тюркские	алтайские	1	0
ortho_release/571.wav	улаханы	sah	тюркские	алтайские	1	0
ortho_release/572.wav	этиэххэ наада	sah	тюркские	алтайские	1	0
ortho_release/573.wav	истэр	sah	тюркские	алтайские	1	0
ortho_release/574.wav	өлөөрү	sah	тюркские	алтайские	1	0
ortho_release/575.wav	аһыыбын	sah	тюркские	алтайские	1	0
ortho_release/577.wav	олоруохха наада	sah	тюркские	алтайские	1	0
ortho_release/578.wav	өлөрөөрү	sah	тюркские	алтайские	1	0
ortho_release/579.wav	көрөр	sah	тюркские	алтайские	1	0
ortho_release/580.wav	маҥан	sah	тюркские	алтайские	1	0
ortho_release/583.wav	тыал	sah	тюркские	алтайские	1	0
ortho_release/586.wav	быт	sah	тюркские	алтайские	1	0
ortho_release/587.wav	харах	sah	тюркские	алтайские	1	0
ortho_release/588.wav	төбө	sah	тюркские	алтайские	1	0
ortho_release/590.wav	түөс	sah	тюркские	алтайские	1	0
ortho_release/592.wav	ыраах	sah	тюркские	алтайские	1	0
ortho_release/594.wav	мас	sah	тюркские	алтайские	1	0
ortho_release/595.wav	уһун	sah	тюркские	алтайские	1	0
ortho_release/596.wav	ардах	sah	тюркские	алтайские	1	0
ortho_release/598.wav	буруо	sah	тюркские	алтайские	1	0
ortho_release/600.wav	дьахтар	sah	тюркские	алтайские	1	0
ortho_release/601.wav	ис	sah	тюркские	алтайские	1	0
ortho_release/605.wav	сир	sah	тюркские	алтайские	1	0
ortho_release/606.wav	эриэн үөн	sah	тюркские	алтайские	1	0
ortho_release/608.wav	күл	sah	тюркские	алтайские	1	0
ortho_release/609.wav	тиис	sah	тюркские	алтайские	1	0
ortho_release/614.wav	тобук	sah	тюркские	алтайские	1	0
ortho_release/615.wav	силис	sah	тюркские	алтайские	1	0
ortho_release/616.wav	кылгас	sah	тюркские	алтайские	1	0
ortho_release/617.wav	уҥуох	sah	тюркские	алтайские	1	0
ortho_release/619.wav	хаан	sah	тюркские	алтайские	1	0
ortho_release/621.wav	кимий	sah	тюркские	алтайские	1	0
ortho_release/622.wav	сыт	sah	тюркские	алтайские	1	0
ortho_release/625.wav	кыра	sah	тюркские	алтайские	1	0
ortho_release/626.wav	миигин	sah	тюркские	алтайские	1	0
ortho_release/627.wav	элбэх	sah	тюркские	алтайские	1	0
ortho_release/633.wav	тыҥырах	sah	тюркские	алтайские	1	0
ortho_release/638.wav	биир	sah	тюркские	алтайские	1	0
ortho_release/639.wav	куорсун	sah	тюркские	алтайские	1	0
ortho_release/640.wav	кумах	sah	тюркские	алтайские	1	0
ortho_release/642.wav	муос	sah	тюркские	алтайские	1	0
ortho_release/645.wav	сүрэх	sah	тюркские	алтайские	1	0
ortho_release/646.wav	ыт	sah	тюркские	алтайские	1	0
ortho_release/647.wav	туус	sah	тюркские	алтайские	1	0
ortho_release/650.wav	сылаас	sah	тюркские	алтайские	1	0
ortho_release/651.wav	чараас	sah	тюркские	алтайские	1	0
ortho_release/655.wav	кулгаах	sah	тюркские	алтайские	1	0
ortho_release/656.wav	кутурук	sah	тюркские	алтайские	1	0
ortho_release/657.wav	тымныы	sah	тюркские	алтайские	1	0
ortho_release/661.wav	хара	sah	тюркские	алтайские	1	0
ortho_release/662.wav	тугуй	sah	тюркские	алтайские	1	0
ortho_release/663.wav	тыл	sah	тюркские	алтайские	1	0
ortho_release/665.wav	улахан күөл	sah	тюркские	алтайские	1	0
ortho_release/666.wav	кэлээһин	sah	тюркские	алтайские	1	0
ortho_release/667.wav	иһирдьээҥҥи сыа	sah	тюркские	алтайские	1	0
ortho_release/672.wav	улахан мас	sah	тюркские	алтайские	1	0
ortho_release/673.wav	эмис	sah	тюркские	алтайские	1	0
ortho_release/674.wav	уоттааһын	sah	тюркские	алтайские	1	0
ortho_release/675.wav	биэрии	sah	тюркские	алтайские	1	0
ortho_release/677.wav	кыым көтөр	sah	тюркские	алтайские	1	0
ortho_release/678.wav	истии	sah	тюркские	алтайские	1	0
ortho_release/680.wav	өлөрүү	sah	тюркские	алтайские	1	0
ortho_release/685.wav	бары	sah	тюркские	алтайские	1	0
ortho_release/688.wav	түөс	sah	тюркские	алтайские	1	0
ortho_release/689.wav	ыраах	sah	тюркские	алтайские	1	0
ortho_release/690.wav	аһаа-	sah	тюркские	алтайские	1	0
ortho_release/691.wav	ис	sah	тюркские	алтайские	1	0
ortho_release/692.wav	сыа	sah	тюркские	алтайские	1	0
ortho_release/693.wav	сарсын	sah	тюркские	алтайские	1	0
ortho_release/694.wav	күөх	sah	тюркские	алтайские	1	0
ortho_release/695.wav	сир	sah	тюркские	алтайские	1	0
ortho_release/697.wav	ардыгар	sah	тюркские	алтайские	1	0
ortho_release/698.wav	тобук	sah	тюркские	алтайские	1	0
ortho_release/702.wav	хаан	sah	тюркские	алтайские	1	0
